Country,CountryCode,Lat,Long,Density,Population,Date,Count
Kazakhstan,K01,48.0196,66.9237,7,18730568,28/06/2020,21327
Kenya,K02,-0.0236,37.9062,94,53521116,28/06/2020,6070
Kosovo,K03,42.602636,20.902977,159,1845000,28/06/2020,2169
Kuwait,K04,29.5,47.75,240,4257495,28/06/2020,44942
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,28/06/2020,5017
Laos,L01,19.85627,102.495496,32,7253719,28/06/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,28/06/2020,1116
Lebanon,L03,33.8547,35.8623,667,6831445,28/06/2020,1740
Lesotho,L04,-29.609988,28.233608,71,2138799,28/06/2020,27
Liberia,L05,6.4281,-9.4295,53,5032469,28/06/2020,768
Libya,L06,26.3351,17.228331,4,6852010,28/06/2020,762
Liechtenstein,L07,47.14,9.55,238,38106,28/06/2020,82
Lithuania,L08,55.1694,23.8813,43,2729553,28/06/2020,1815
Luxembourg,L09,49.8153,6.1296,242,623861,28/06/2020,4242
Madagascar,M01,-18.7669,46.8691,48,27539106,28/06/2020,2078
Malawi,M02,-13.254308,34.301525,203,19024426,28/06/2020,1146
Malaysia,M03,2.5,112.5,99,32280610,28/06/2020,8634
Maldives,M04,3.2028,73.2207,1802,538558,28/06/2020,2324
Mali,M05,17.570692,-3.996166,17,20125282,28/06/2020,2147
Malta,M06,35.9375,14.3754,1380,441308,28/06/2020,670
Mauritania,M07,21.0079,10.9408,5,4623535,28/06/2020,4149
Mauritius,M08,-20.2,57.5,626,1271347,28/06/2020,341
Mexico,M09,23.6345,-102.5528,66,128655589,28/06/2020,216852
Moldova,M10,47.4116,28.3699,123,4035814,28/06/2020,16250
Monaco,M11,43.7333,7.4167,26337,39186,28/06/2020,103
Mongolia,M12,46.8625,103.8467,2,3267320,28/06/2020,220
Montenegro,M13,42.5,19.3,47,628050,28/06/2020,481
Morocco,M14,31.7917,-7.0926,83,36820713,28/06/2020,12052
Mozambique,M15,-18.665695,35.529562,40,31067362,28/06/2020,859
Namibia,N01,-22.9576,18.4904,3,2531290,28/06/2020,183
Nepal,N02,28.1667,84.25,203,29027347,28/06/2020,12772
Netherlands,N03,12.5186,-70.0358,508,17127290,28/06/2020,50355
New Zealand,N04,-40.9006,174.886,18,4814272,28/06/2020,1528
Nicaragua,N05,12.8654,-85.2072,55,6608366,28/06/2020,2170
Niger,N06,17.6078,8.0817,19,24014064,28/06/2020,1074
Nigeria,N07,9.082,8.6753,226,205052107,28/06/2020,24567
North Macedonia,N08,41.6086,21.7453,83,2083391,28/06/2020,6080
Norway,N09,60.472,8.4689,15,5412632,28/06/2020,8855
Oman,O01,21,57,16,5078933,28/06/2020,38150
Pakistan,P01,30.3753,69.3451,287,219992900,28/06/2020,206512
Panama,P02,8.538,-80.7821,58,4300667,28/06/2020,31686
Papua New Guinea,P03,-6.315,143.9555,20,8911530,28/06/2020,11
Paraguay,P04,-23.4425,-58.4438,18,7114524,28/06/2020,2127
Peru,P05,-9.19,-75.0152,26,32876986,28/06/2020,279419
Philippines,P06,13,122,368,109280343,28/06/2020,35455
Poland,P07,51.9194,19.1451,124,37854825,28/06/2020,33907
Portugal,P08,39.3999,-8.2245,111,10202571,28/06/2020,41646
Qatar,Q01,25.3548,51.1839,248,2870922,28/06/2020,94413
Romania,R01,45.9432,24.9668,84,19262731,28/06/2020,26313
Russia,R02,60,90,9,145922010,28/06/2020,633563
Rwanda,R03,-1.9403,29.8739,525,12883878,28/06/2020,900
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,28/06/2020,15
Saint Lucia,S02,13.9094,-60.9789,301,183458,28/06/2020,19
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,28/06/2020,29
San Marino,S04,43.9424,12.4578,566,33917,28/06/2020,698
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,28/06/2020,713
Saudi Arabia,S06,24,45,16,34701377,28/06/2020,182493
Senegal,S07,14.4974,-14.4524,87,16649599,28/06/2020,6586
Serbia,S08,44.0165,21.0059,100,8744288,28/06/2020,14046
Seychelles,S09,-4.6796,55.492,214,98224,28/06/2020,70
Sierra Leone,S10,8.460555,-11.779889,111,7942879,28/06/2020,1427
Singapore,S11,1.2833,103.8333,8358,5840996,28/06/2020,43459
Slovakia,S12,48.669,19.699,114,5459116,28/06/2020,1664
Slovenia,S13,46.1512,14.9955,103,2078881,28/06/2020,1581
Somalia,S14,5.1521,46.1996,25,15798020,28/06/2020,2894
South Africa,S15,-30.5595,22.9375,49,59154802,28/06/2020,138134
South Sudan,S17,6.877,31.307,18,11166783,28/06/2020,1989
Spain,S18,40,-4,94,46751175,28/06/2020,248770
Sri Lanka,S19,7,81,341,21395196,28/06/2020,2037
Sudan,S20,12.8628,30.2176,25,43632213,28/06/2020,9257
Suriname,S21,3.9193,-56.0278,4,585561,28/06/2020,490
Sweden,S22,63,16,25,10086531,28/06/2020,65137
Switzerland,S23,46.8182,8.2275,219,8641786,28/06/2020,31617
Syria,S24,34.802075,38.996815,95,17410293,28/06/2020,256
Taiwan,T01,23.7,121,673,23808164,28/06/2020,447
Tajikistan,T02,38.861034,71.276093,68,9492342,28/06/2020,5849
Tanzania,T03,-6.369,34.8888,67,59368313,28/06/2020,509
Thailand,T04,15,101,137,69764925,28/06/2020,3162
Timor-Leste,T05,-8.874217,125.727539,89,1313184,28/06/2020,24
Togo,T06,8.6195,0.8248,152,8237580,28/06/2020,642
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,28/06/2020,126
Tunisia,T08,34,9,76,11793319,28/06/2020,1169
Turkey,T09,38.9637,35.2433,110,84153250,28/06/2020,197239
Uganda,U01,1,32,229,45427637,28/06/2020,859
Ukraine,U02,48.3794,31.1656,75,43785122,28/06/2020,43856
United Arab Emirates,U03,24,54,118,9865845,28/06/2020,47797
United Kingdom,U04,32.3078,-64.7505,281,67814098,28/06/2020,284192
Uruguay,U05,-32.5228,-55.7658,20,3471314,28/06/2020,929
US,U06,37.0902,-95.7129,36,330610570,28/06/2020,2549294
Uzbekistan,U07,41.3775,64.5853,79,33368859,28/06/2020,7948
Venezuela,V01,6.4238,-66.5897,32,28451828,28/06/2020,5297
Vietnam,V02,16,108,314,97160127,28/06/2020,355
Western Sahara,W01,24.2155,-12.8858,2,594215,28/06/2020,10
Yemen,Y01,15.552727,48.516388,56,29687214,28/06/2020,1118
Zambia,Z01,-15.4167,28.2833,25,18273379,28/06/2020,1557
Zimbabwe,Z02,-20,30,38,14818157,28/06/2020,567
South Korea,S16,36,128,527,51260395,28/06/2020,12757
Grand,,,,,,28/06/2020,10106717
Afghanistan,A01,33,65,60,38742911,29/06/2020,31238
Albania,A02,41.1533,20.1683,105,2878420,29/06/2020,2466
Algeria,A03,28.0339,1.6596,18,43685618,29/06/2020,13571
Andorra,A04,42.5063,1.5218,164,77240,29/06/2020,855
Angola,A05,-11.2027,17.8739,26,32644783,29/06/2020,276
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,29/06/2020,69
Argentina,A07,-38.4161,-63.6167,17,45111229,29/06/2020,62268
Armenia,A08,40.0691,45.0382,104,2962137,29/06/2020,25127
Australia,A09,-35.4735,149.0124,3,25439164,29/06/2020,7834
Austria,A10,47.5162,14.5501,109,8996022,29/06/2020,17723
Azerbaijan,A11,40.1431,47.5769,123,10120555,29/06/2020,16968
Bahamas,B01,25.0343,-77.3963,39,392477,29/06/2020,104
Bahrain,B02,26.0275,50.55,2239,1688629,29/06/2020,26239
Bangladesh,B03,23.685,90.3563,1265,164354176,29/06/2020,141801
Barbados,B04,13.1939,-59.5432,668,287305,29/06/2020,97
Belarus,B05,53.7098,27.9534,47,9449940,29/06/2020,61790
Belgium,B06,50.8333,4,383,11579477,29/06/2020,61361
Belize,B07,13.1939,-59.5432,17,396120,29/06/2020,24
Benin,B08,9.3077,2.3158,108,12055347,29/06/2020,1187
Bhutan,B09,27.5142,90.4336,20,769867,29/06/2020,77
Bolivia,B10,-16.2902,-63.5887,11,11640159,29/06/2020,32125
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,29/06/2020,4325
Botswana,B12,-22.3285,24.6849,4,2341649,29/06/2020,175
Brazil,B13,-14.235,-51.9253,25,212253150,29/06/2020,1368195
Brunei,B14,4.5353,114.7277,83,436624,29/06/2020,141
Bulgaria,B15,42.7339,25.4858,64,6958627,29/06/2020,4831
Burkina Faso,B16,12.2383,-1.5616,76,20780371,29/06/2020,959
Burundi,B17,-3.3731,29.9189,463,11814346,29/06/2020,170
Cabo Verde,C01,16.5388,-23.0418,138,554750,29/06/2020,1165
Cambodia,C02,11.55,104.9167,95,16671185,29/06/2020,141
Cameroon,C03,3.848,11.5021,56,26405174,29/06/2020,12592
Canada,C04,53.9333,-116.5765,4,37674770,29/06/2020,105830
Central African Republic,C05,6.6111,20.9394,8,4812256,29/06/2020,3613
Chad,C06,15.4542,18.7322,13,16324440,29/06/2020,866
Chile,C07,-35.6751,-71.543,26,19082804,29/06/2020,275999
China,C08,31.8257,117.2264,153,1438207241,29/06/2020,84780
Colombia,C09,4.5709,-74.2973,46,50771878,29/06/2020,91995
Comoros,C10,-11.6455,43.3333,467,865696,29/06/2020,272
Costa Rica,C12,9.7489,-83.7534,100,5084636,29/06/2020,3269
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,29/06/2020,9214
Croatia,C14,45.1,15.2,73,4110214,29/06/2020,2725
Cuba,C15,22,-80,106,11327988,29/06/2020,2340
Cyprus,C16,35.1264,33.4299,131,1205577,29/06/2020,996
Czechia,C17,49.8175,15.473,139,10705012,29/06/2020,11805
Denmark,D01,61.8926,-6.9118,137,5788108,29/06/2020,12951
Djibouti,D02,11.8251,42.5903,43,985027,29/06/2020,4656
Dominica,D03,15.415,-61.371,96,71950,29/06/2020,18
Dominican Republic,D04,18.7357,-70.1627,225,10825682,29/06/2020,31816
Ecuador,E01,-1.8312,-78.1834,71,17587526,29/06/2020,55665
Egypt,E02,26,30,103,101930276,29/06/2020,66754
El Salvador,E03,13.7942,-88.8965,313,6479609,29/06/2020,6173
Equatorial Guinea,E04,1.5,10,50,1392950,29/06/2020,2001
Eritrea,E05,15.1794,39.7823,35,3536285,29/06/2020,191
Estonia,E06,58.5953,25.0136,31,1326357,29/06/2020,1987
Eswatini,E07,-26.5225,31.4659,67,1157707,29/06/2020,795
Ethiopia,E08,9.145,40.4897,115,114357494,29/06/2020,5846
Fiji,F01,-17.7134,178.065,49,895128,29/06/2020,18
Finland,F02,64,26,18,5539002,29/06/2020,7209
France,F03,3.9339,-53.1258,119,65244628,29/06/2020,201522
Gabon,G01,-0.8037,11.6094,9,2214593,29/06/2020,5394
Gambia,G02,13.4432,-15.3101,239,2402083,29/06/2020,47
Georgia,G03,42.3154,43.3569,57,3990681,29/06/2020,926
Germany,G04,51,9,240,83730223,29/06/2020,195042
Ghana,G05,7.9465,-1.0232,137,30936375,29/06/2020,17351
Greece,G06,39.0742,21.8243,81,10433037,29/06/2020,3390
Grenada,G07,12.1165,-61.679,331,112418,29/06/2020,23
Guatemala,G08,15.7835,-90.2308,167,17846248,29/06/2020,17409
Guinea,G09,9.9456,-9.6966,53,13056478,29/06/2020,5351
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,29/06/2020,1654
Guyana,G11,5,-58.75,4,785788,29/06/2020,235
Haiti,H01,18.9712,-72.2852,414,11373955,29/06/2020,5933
Holy See,H02,41.9029,12.4534,2003,801,29/06/2020,12
Honduras,H03,15.2,-86.2419,89,9871892,29/06/2020,18818
Hungary,H04,47.1625,19.5033,107,9665192,29/06/2020,4145
Iceland,I01,64.9631,-19.0208,3,340795,29/06/2020,1840
India,I02,21,78,464,1377233523,29/06/2020,566840
Indonesia,I03,-0.7893,113.9213,151,272931713,29/06/2020,55092
Iran,I04,32,53,52,83771587,29/06/2020,225205
Iraq,I05,33,44,93,40031626,29/06/2020,47151
Ireland,I06,53.1424,-7.6921,72,4926480,29/06/2020,25462
Israel,I07,31,35,400,8627444,29/06/2020,24441
Italy,I08,43,12,206,60479424,29/06/2020,240436
Jamaica,J01,18.1096,-77.2975,273,2958567,29/06/2020,698
Japan,J02,36,138,347,126552765,29/06/2020,18476
Jordan,J03,31.24,36.51,115,10182442,29/06/2020,1128
Kazakhstan,K01,48.0196,66.9237,7,18730568,29/06/2020,21819
Kenya,K02,-0.0236,37.9062,94,53521116,29/06/2020,6190
Kosovo,K03,42.602636,20.902977,159,1845000,29/06/2020,2677
Kuwait,K04,29.5,47.75,240,4257495,29/06/2020,45524
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,29/06/2020,5296
Laos,L01,19.85627,102.495496,32,7253719,29/06/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,29/06/2020,1117
Lebanon,L03,33.8547,35.8623,667,6831445,29/06/2020,1745
Lesotho,L04,-29.609988,28.233608,71,2138799,29/06/2020,27
Liberia,L05,6.4281,-9.4295,53,5032469,29/06/2020,770
Libya,L06,26.3351,17.228331,4,6852010,29/06/2020,802
Liechtenstein,L07,47.14,9.55,238,38106,29/06/2020,82
Lithuania,L08,55.1694,23.8813,43,2729553,29/06/2020,1816
Luxembourg,L09,49.8153,6.1296,242,623861,29/06/2020,4256
Madagascar,M01,-18.7669,46.8691,48,27539106,29/06/2020,2138
Malawi,M02,-13.254308,34.301525,203,19024426,29/06/2020,1152
Malaysia,M03,2.5,112.5,99,32280610,29/06/2020,8637
Maldives,M04,3.2028,73.2207,1802,538558,29/06/2020,2337
Mali,M05,17.570692,-3.996166,17,20125282,29/06/2020,2173
Malta,M06,35.9375,14.3754,1380,441308,29/06/2020,670
Mauritania,M07,21.0079,10.9408,5,4623535,29/06/2020,4237
Mauritius,M08,-20.2,57.5,626,1271347,29/06/2020,341
Mexico,M09,23.6345,-102.5528,66,128655589,29/06/2020,220657
Moldova,M10,47.4116,28.3699,123,4035814,29/06/2020,16357
Monaco,M11,43.7333,7.4167,26337,39186,29/06/2020,103
Mongolia,M12,46.8625,103.8467,2,3267320,29/06/2020,220
Montenegro,M13,42.5,19.3,47,628050,29/06/2020,501
Morocco,M14,31.7917,-7.0926,83,36820713,29/06/2020,12290
Mozambique,M15,-18.665695,35.529562,40,31067362,29/06/2020,883
Namibia,N01,-22.9576,18.4904,3,2531290,29/06/2020,196
Nepal,N02,28.1667,84.25,203,29027347,29/06/2020,13248
Netherlands,N03,12.5186,-70.0358,508,17127290,29/06/2020,50433
New Zealand,N04,-40.9006,174.886,18,4814272,29/06/2020,1528
Nicaragua,N05,12.8654,-85.2072,55,6608366,29/06/2020,2170
Niger,N06,17.6078,8.0817,19,24014064,29/06/2020,1075
Nigeria,N07,9.082,8.6753,226,205052107,29/06/2020,25133
North Macedonia,N08,41.6086,21.7453,83,2083391,29/06/2020,6209
Norway,N09,60.472,8.4689,15,5412632,29/06/2020,8862
Oman,O01,21,57,16,5078933,29/06/2020,39060
Pakistan,P01,30.3753,69.3451,287,219992900,29/06/2020,209337
Panama,P02,8.538,-80.7821,58,4300667,29/06/2020,32785
Papua New Guinea,P03,-6.315,143.9555,20,8911530,29/06/2020,11
Paraguay,P04,-23.4425,-58.4438,18,7114524,29/06/2020,2191
Peru,P05,-9.19,-75.0152,26,32876986,29/06/2020,282365
Philippines,P06,13,122,368,109280343,29/06/2020,36438
Poland,P07,51.9194,19.1451,124,37854825,29/06/2020,34154
Portugal,P08,39.3999,-8.2245,111,10202571,29/06/2020,41912
Qatar,Q01,25.3548,51.1839,248,2870922,29/06/2020,95106
Romania,R01,45.9432,24.9668,84,19262731,29/06/2020,26582
Russia,R02,60,90,9,145922010,29/06/2020,640246
Rwanda,R03,-1.9403,29.8739,525,12883878,29/06/2020,1001
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,29/06/2020,15
Saint Lucia,S02,13.9094,-60.9789,301,183458,29/06/2020,19
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,29/06/2020,29
San Marino,S04,43.9424,12.4578,566,33917,29/06/2020,698
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,29/06/2020,713
Saudi Arabia,S06,24,45,16,34701377,29/06/2020,186436
Senegal,S07,14.4974,-14.4524,87,16649599,29/06/2020,6698
Serbia,S08,44.0165,21.0059,100,8744288,29/06/2020,14288
Seychelles,S09,-4.6796,55.492,214,98224,29/06/2020,77
Sierra Leone,S10,8.460555,-11.779889,111,7942879,29/06/2020,1450
Singapore,S11,1.2833,103.8333,8358,5840996,29/06/2020,43661
Slovakia,S12,48.669,19.699,114,5459116,29/06/2020,1665
Slovenia,S13,46.1512,14.9955,103,2078881,29/06/2020,1585
Somalia,S14,5.1521,46.1996,25,15798020,29/06/2020,2904
South Africa,S15,-30.5595,22.9375,49,59154802,29/06/2020,144264
South Sudan,S17,6.877,31.307,18,11166783,29/06/2020,1989
Spain,S18,40,-4,94,46751175,29/06/2020,248970
Sri Lanka,S19,7,81,341,21395196,29/06/2020,2039
Sudan,S20,12.8628,30.2176,25,43632213,29/06/2020,9257
Suriname,S21,3.9193,-56.0278,4,585561,29/06/2020,501
Sweden,S22,63,16,25,10086531,29/06/2020,67667
Switzerland,S23,46.8182,8.2275,219,8641786,29/06/2020,31652
Syria,S24,34.802075,38.996815,95,17410293,29/06/2020,269
Taiwan,T01,23.7,121,673,23808164,29/06/2020,447
Tajikistan,T02,38.861034,71.276093,68,9492342,29/06/2020,5900
Tanzania,T03,-6.369,34.8888,67,59368313,29/06/2020,509
Thailand,T04,15,101,137,69764925,29/06/2020,3169
Timor-Leste,T05,-8.874217,125.727539,89,1313184,29/06/2020,24
Togo,T06,8.6195,0.8248,152,8237580,29/06/2020,643
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,29/06/2020,126
Tunisia,T08,34,9,76,11793319,29/06/2020,1172
Turkey,T09,38.9637,35.2433,110,84153250,29/06/2020,198613
Uganda,U01,1,32,229,45427637,29/06/2020,870
Ukraine,U02,48.3794,31.1656,75,43785122,29/06/2020,44538
United Arab Emirates,U03,24,54,118,9865845,29/06/2020,48246
United Kingdom,U04,32.3078,-64.7505,281,67814098,29/06/2020,284812
Uruguay,U05,-32.5228,-55.7658,20,3471314,29/06/2020,932
US,U06,37.0902,-95.7129,36,330610570,29/06/2020,2590668
Uzbekistan,U07,41.3775,64.5853,79,33368859,29/06/2020,8222
Venezuela,V01,6.4238,-66.5897,32,28451828,29/06/2020,5530
Vietnam,V02,16,108,314,97160127,29/06/2020,355
Western Sahara,W01,24.2155,-12.8858,2,594215,29/06/2020,10
Yemen,Y01,15.552727,48.516388,56,29687214,29/06/2020,1128
Zambia,Z01,-15.4167,28.2833,25,18273379,29/06/2020,1568
Zimbabwe,Z02,-20,30,38,14818157,29/06/2020,574
South Korea,S16,36,128,527,51260395,29/06/2020,12800
Grand,,,,,,29/06/2020,10262279
Afghanistan,A01,33,65,60,38742911,30/06/2020,31517
Albania,A02,41.1533,20.1683,105,2878420,30/06/2020,2535
Algeria,A03,28.0339,1.6596,18,43685618,30/06/2020,13907
Andorra,A04,42.5063,1.5218,164,77240,30/06/2020,855
Angola,A05,-11.2027,17.8739,26,32644783,30/06/2020,284
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,30/06/2020,69
Argentina,A07,-38.4161,-63.6167,17,45111229,30/06/2020,64530
Armenia,A08,40.0691,45.0382,104,2962137,30/06/2020,25542
Australia,A09,-35.4735,149.0124,3,25439164,30/06/2020,7920
Austria,A10,47.5162,14.5501,109,8996022,30/06/2020,17766
Azerbaijan,A11,40.1431,47.5769,123,10120555,30/06/2020,17524
Bahamas,B01,25.0343,-77.3963,39,392477,30/06/2020,104
Bahrain,B02,26.0275,50.55,2239,1688629,30/06/2020,26758
Bangladesh,B03,23.685,90.3563,1265,164354176,30/06/2020,145483
Barbados,B04,13.1939,-59.5432,668,287305,30/06/2020,97
Belarus,B05,53.7098,27.9534,47,9449940,30/06/2020,62118
Belgium,B06,50.8333,4,383,11579477,30/06/2020,61427
Belize,B07,13.1939,-59.5432,17,396120,30/06/2020,24
Benin,B08,9.3077,2.3158,108,12055347,30/06/2020,1199
Bhutan,B09,27.5142,90.4336,20,769867,30/06/2020,77
Bolivia,B10,-16.2902,-63.5887,11,11640159,30/06/2020,33219
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,30/06/2020,4453
Botswana,B12,-22.3285,24.6849,4,2341649,30/06/2020,227
Brazil,B13,-14.235,-51.9253,25,212253150,30/06/2020,1402041
Brunei,B14,4.5353,114.7277,83,436624,30/06/2020,141
Bulgaria,B15,42.7339,25.4858,64,6958627,30/06/2020,4989
Burkina Faso,B16,12.2383,-1.5616,76,20780371,30/06/2020,962
Burundi,B17,-3.3731,29.9189,463,11814346,30/06/2020,170
Cabo Verde,C01,16.5388,-23.0418,138,554750,30/06/2020,1227
Cambodia,C02,11.55,104.9167,95,16671185,30/06/2020,141
Cameroon,C03,3.848,11.5021,56,26405174,30/06/2020,12592
Canada,C04,53.9333,-116.5765,4,37674770,30/06/2020,106097
Central African Republic,C05,6.6111,20.9394,8,4812256,30/06/2020,3745
Chad,C06,15.4542,18.7322,13,16324440,30/06/2020,866
Chile,C07,-35.6751,-71.543,26,19082804,30/06/2020,279393
China,C08,31.8257,117.2264,153,1438207241,30/06/2020,84785
Colombia,C09,4.5709,-74.2973,46,50771878,30/06/2020,95269
Comoros,C10,-11.6455,43.3333,467,865696,30/06/2020,303
Costa Rica,C12,9.7489,-83.7534,100,5084636,30/06/2020,3459
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,30/06/2020,9499
Croatia,C14,45.1,15.2,73,4110214,30/06/2020,2777
Cuba,C15,22,-80,106,11327988,30/06/2020,2341
Cyprus,C16,35.1264,33.4299,131,1205577,30/06/2020,998
Czechia,C17,49.8175,15.473,139,10705012,30/06/2020,11954
Denmark,D01,61.8926,-6.9118,137,5788108,30/06/2020,12968
Djibouti,D02,11.8251,42.5903,43,985027,30/06/2020,4682
Dominica,D03,15.415,-61.371,96,71950,30/06/2020,18
Dominican Republic,D04,18.7357,-70.1627,225,10825682,30/06/2020,32568
Ecuador,E01,-1.8312,-78.1834,71,17587526,30/06/2020,56432
Egypt,E02,26,30,103,101930276,30/06/2020,68311
El Salvador,E03,13.7942,-88.8965,313,6479609,30/06/2020,6438
Equatorial Guinea,E04,1.5,10,50,1392950,30/06/2020,2001
Eritrea,E05,15.1794,39.7823,35,3536285,30/06/2020,203
Estonia,E06,58.5953,25.0136,31,1326357,30/06/2020,1989
Eswatini,E07,-26.5225,31.4659,67,1157707,30/06/2020,812
Ethiopia,E08,9.145,40.4897,115,114357494,30/06/2020,5846
Fiji,F01,-17.7134,178.065,49,895128,30/06/2020,18
Finland,F02,64,26,18,5539002,30/06/2020,7214
France,F03,3.9339,-53.1258,119,65244628,30/06/2020,202063
Gabon,G01,-0.8037,11.6094,9,2214593,30/06/2020,5394
Gambia,G02,13.4432,-15.3101,239,2402083,30/06/2020,49
Georgia,G03,42.3154,43.3569,57,3990681,30/06/2020,928
Germany,G04,51,9,240,83730223,30/06/2020,195418
Ghana,G05,7.9465,-1.0232,137,30936375,30/06/2020,17741
Greece,G06,39.0742,21.8243,81,10433037,30/06/2020,3409
Grenada,G07,12.1165,-61.679,331,112418,30/06/2020,23
Guatemala,G08,15.7835,-90.2308,167,17846248,30/06/2020,18096
Guinea,G09,9.9456,-9.6966,53,13056478,30/06/2020,5391
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,30/06/2020,1654
Guyana,G11,5,-58.75,4,785788,30/06/2020,245
Haiti,H01,18.9712,-72.2852,414,11373955,30/06/2020,5975
Holy See,H02,41.9029,12.4534,2003,801,30/06/2020,12
Honduras,H03,15.2,-86.2419,89,9871892,30/06/2020,19558
Hungary,H04,47.1625,19.5033,107,9665192,30/06/2020,4155
Iceland,I01,64.9631,-19.0208,3,340795,30/06/2020,1842
India,I02,21,78,464,1377233523,30/06/2020,585481
Indonesia,I03,-0.7893,113.9213,151,272931713,30/06/2020,56385
Iran,I04,32,53,52,83771587,30/06/2020,227662
Iraq,I05,33,44,93,40031626,30/06/2020,49109
Ireland,I06,53.1424,-7.6921,72,4926480,30/06/2020,25473
Israel,I07,31,35,400,8627444,30/06/2020,25244
Italy,I08,43,12,206,60479424,30/06/2020,240578
Jamaica,J01,18.1096,-77.2975,273,2958567,30/06/2020,702
Japan,J02,36,138,347,126552765,30/06/2020,18615
Jordan,J03,31.24,36.51,115,10182442,30/06/2020,1132
Kazakhstan,K01,48.0196,66.9237,7,18730568,30/06/2020,22308
Kenya,K02,-0.0236,37.9062,94,53521116,30/06/2020,6366
Kosovo,K03,42.602636,20.902977,159,1845000,30/06/2020,2878
Kuwait,K04,29.5,47.75,240,4257495,30/06/2020,46195
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,30/06/2020,5506
Laos,L01,19.85627,102.495496,32,7253719,30/06/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,30/06/2020,1118
Lebanon,L03,33.8547,35.8623,667,6831445,30/06/2020,1778
Lesotho,L04,-29.609988,28.233608,71,2138799,30/06/2020,27
Liberia,L05,6.4281,-9.4295,53,5032469,30/06/2020,780
Libya,L06,26.3351,17.228331,4,6852010,30/06/2020,824
Liechtenstein,L07,47.14,9.55,238,38106,30/06/2020,82
Lithuania,L08,55.1694,23.8813,43,2729553,30/06/2020,1817
Luxembourg,L09,49.8153,6.1296,242,623861,30/06/2020,4299
Madagascar,M01,-18.7669,46.8691,48,27539106,30/06/2020,2214
