Country,CountryCode,Lat,Long,Density,Population,Date,Count
China,C08,31.8257,117.2264,153,1438207241,26/06/2020,84725
Colombia,C09,4.5709,-74.2973,46,50771878,26/06/2020,80811
Comoros,C10,-11.6455,43.3333,467,865696,26/06/2020,272
Costa Rica,C12,9.7489,-83.7534,100,5084636,26/06/2020,2836
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,26/06/2020,8739
Croatia,C14,45.1,15.2,73,4110214,26/06/2020,2539
Cuba,C15,22,-80,106,11327988,26/06/2020,2325
Cyprus,C16,35.1264,33.4299,131,1205577,26/06/2020,992
Czechia,C17,49.8175,15.473,139,10705012,26/06/2020,11038
Denmark,D01,61.8926,-6.9118,137,5788108,26/06/2020,12875
Djibouti,D02,11.8251,42.5903,43,985027,26/06/2020,4643
Dominica,D03,15.415,-61.371,96,71950,26/06/2020,18
Dominican Republic,D04,18.7357,-70.1627,225,10825682,26/06/2020,29764
Ecuador,E01,-1.8312,-78.1834,71,17587526,26/06/2020,53856
Egypt,E02,26,30,103,101930276,26/06/2020,62755
El Salvador,E03,13.7942,-88.8965,313,6479609,26/06/2020,5517
Equatorial Guinea,E04,1.5,10,50,1392950,26/06/2020,2001
Eritrea,E05,15.1794,39.7823,35,3536285,26/06/2020,167
Estonia,E06,58.5953,25.0136,31,1326357,26/06/2020,1986
Eswatini,E07,-26.5225,31.4659,67,1157707,26/06/2020,728
Ethiopia,E08,9.145,40.4897,115,114357494,26/06/2020,5425
Fiji,F01,-17.7134,178.065,49,895128,26/06/2020,18
Finland,F02,64,26,18,5539002,26/06/2020,7191
France,F03,3.9339,-53.1258,119,65244628,26/06/2020,200195
Gabon,G01,-0.8037,11.6094,9,2214593,26/06/2020,5209
Gambia,G02,13.4432,-15.3101,239,2402083,26/06/2020,43
Georgia,G03,42.3154,43.3569,57,3990681,26/06/2020,919
Germany,G04,51,9,240,83730223,26/06/2020,194036
Ghana,G05,7.9465,-1.0232,137,30936375,26/06/2020,15834
Greece,G06,39.0742,21.8243,81,10433037,26/06/2020,3343
Grenada,G07,12.1165,-61.679,331,112418,26/06/2020,23
Guatemala,G08,15.7835,-90.2308,167,17846248,26/06/2020,15828
Guinea,G09,9.9456,-9.6966,53,13056478,26/06/2020,5260
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,26/06/2020,1614
Guyana,G11,5,-58.75,4,785788,26/06/2020,215
Haiti,H01,18.9712,-72.2852,414,11373955,26/06/2020,5722
Holy See,H02,41.9029,12.4534,2003,801,26/06/2020,12
Honduras,H03,15.2,-86.2419,89,9871892,26/06/2020,15994
Hungary,H04,47.1625,19.5033,107,9665192,26/06/2020,4127
Iceland,I01,64.9631,-19.0208,3,340795,26/06/2020,1832
India,I02,21,78,464,1377233523,26/06/2020,508953
Indonesia,I03,-0.7893,113.9213,151,272931713,26/06/2020,51427
Iran,I04,32,53,52,83771587,26/06/2020,217724
Iraq,I05,33,44,93,40031626,26/06/2020,41193
Ireland,I06,53.1424,-7.6921,72,4926480,26/06/2020,25414
Israel,I07,31,35,400,8627444,26/06/2020,22800
Italy,I08,43,12,206,60479424,26/06/2020,239961
Jamaica,J01,18.1096,-77.2975,273,2958567,26/06/2020,686
Japan,J02,36,138,347,126552765,26/06/2020,18162
Jordan,J03,31.24,36.51,115,10182442,26/06/2020,1104
Kazakhstan,K01,48.0196,66.9237,7,18730568,26/06/2020,20319
Kenya,K02,-0.0236,37.9062,94,53521116,26/06/2020,5533
Kosovo,K03,42.602636,20.902977,159,1845000,26/06/2020,2169
Kuwait,K04,29.5,47.75,240,4257495,26/06/2020,43703
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,26/06/2020,4446
Laos,L01,19.85627,102.495496,32,7253719,26/06/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,26/06/2020,1112
Lebanon,L03,33.8547,35.8623,667,6831445,26/06/2020,1697
Lesotho,L04,-29.609988,28.233608,71,2138799,26/06/2020,24
Liberia,L05,6.4281,-9.4295,53,5032469,26/06/2020,684
Libya,L06,26.3351,17.228331,4,6852010,26/06/2020,713
Liechtenstein,L07,47.14,9.55,238,38106,26/06/2020,82
Lithuania,L08,55.1694,23.8813,43,2729553,26/06/2020,1808
Luxembourg,L09,49.8153,6.1296,242,623861,26/06/2020,4173
Madagascar,M01,-18.7669,46.8691,48,27539106,26/06/2020,1922
Malawi,M02,-13.254308,34.301525,203,19024426,26/06/2020,1005
Malaysia,M03,2.5,112.5,99,32280610,26/06/2020,8606
Maldives,M04,3.2028,73.2207,1802,538558,26/06/2020,2283
Mali,M05,17.570692,-3.996166,17,20125282,26/06/2020,2060
Malta,M06,35.9375,14.3754,1380,441308,26/06/2020,670
Mauritania,M07,21.0079,10.9408,5,4623535,26/06/2020,3907
Mauritius,M08,-20.2,57.5,626,1271347,26/06/2020,341
Mexico,M09,23.6345,-102.5528,66,128655589,26/06/2020,208392
Moldova,M10,47.4116,28.3699,123,4035814,26/06/2020,15776
Monaco,M11,43.7333,7.4167,26337,39186,26/06/2020,102
Mongolia,M12,46.8625,103.8467,2,3267320,26/06/2020,219
Montenegro,M13,42.5,19.3,47,628050,26/06/2020,439
Morocco,M14,31.7917,-7.0926,83,36820713,26/06/2020,11633
Mozambique,M15,-18.665695,35.529562,40,31067362,26/06/2020,816
Namibia,N01,-22.9576,18.4904,3,2531290,26/06/2020,121
Nepal,N02,28.1667,84.25,203,29027347,26/06/2020,11755
Netherlands,N03,12.5186,-70.0358,508,17127290,26/06/2020,50213
New Zealand,N04,-40.9006,174.886,18,4814272,26/06/2020,1522
Nicaragua,N05,12.8654,-85.2072,55,6608366,26/06/2020,2170
Niger,N06,17.6078,8.0817,19,24014064,26/06/2020,1059
Nigeria,N07,9.082,8.6753,226,205052107,26/06/2020,23298
North Macedonia,N08,41.6086,21.7453,83,2083391,26/06/2020,5758
Norway,N09,60.472,8.4689,15,5412632,26/06/2020,8832
Oman,O01,21,57,16,5078933,26/06/2020,36034
Pakistan,P01,30.3753,69.3451,287,219992900,26/06/2020,198883
Panama,P02,8.538,-80.7821,58,4300667,26/06/2020,29905
Papua New Guinea,P03,-6.315,143.9555,20,8911530,26/06/2020,11
Paraguay,P04,-23.4425,-58.4438,18,7114524,26/06/2020,1711
Peru,P05,-9.19,-75.0152,26,32876986,26/06/2020,272364
Philippines,P06,13,122,368,109280343,26/06/2020,34073
Poland,P07,51.9194,19.1451,124,37854825,26/06/2020,33395
Portugal,P08,39.3999,-8.2245,111,10202571,26/06/2020,40866
Qatar,Q01,25.3548,51.1839,248,2870922,26/06/2020,92784
Romania,R01,45.9432,24.9668,84,19262731,26/06/2020,25697
Russia,R02,60,90,9,145922010,26/06/2020,619936
Rwanda,R03,-1.9403,29.8739,525,12883878,26/06/2020,858
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,26/06/2020,15
Saint Lucia,S02,13.9094,-60.9789,301,183458,26/06/2020,19
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,26/06/2020,29
San Marino,S04,43.9424,12.4578,566,33917,26/06/2020,698
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,26/06/2020,712
Saudi Arabia,S06,24,45,16,34701377,26/06/2020,174577
Senegal,S07,14.4974,-14.4524,87,16649599,26/06/2020,6354
Serbia,S08,44.0165,21.0059,100,8744288,26/06/2020,13565
Seychelles,S09,-4.6796,55.492,214,98224,26/06/2020,11
Sierra Leone,S10,8.460555,-11.779889,111,7942879,26/06/2020,1394
Singapore,S11,1.2833,103.8333,8358,5840996,26/06/2020,42955
Slovakia,S12,48.669,19.699,114,5459116,26/06/2020,1643
Slovenia,S13,46.1512,14.9955,103,2078881,26/06/2020,1558
Somalia,S14,5.1521,46.1996,25,15798020,26/06/2020,2878
South Africa,S15,-30.5595,22.9375,49,59154802,26/06/2020,124590
South Sudan,S17,6.877,31.307,18,11166783,26/06/2020,1942
Spain,S18,40,-4,94,46751175,26/06/2020,247905
Sri Lanka,S19,7,81,341,21395196,26/06/2020,2014
Sudan,S20,12.8628,30.2176,25,43632213,26/06/2020,9257
Suriname,S21,3.9193,-56.0278,4,585561,26/06/2020,389
Sweden,S22,63,16,25,10086531,26/06/2020,65137
Switzerland,S23,46.8182,8.2275,219,8641786,26/06/2020,31486
Syria,S24,34.802075,38.996815,95,17410293,26/06/2020,255
Taiwan,T01,23.7,121,673,23808164,26/06/2020,447
Tajikistan,T02,38.861034,71.276093,68,9492342,26/06/2020,5747
Tanzania,T03,-6.369,34.8888,67,59368313,26/06/2020,509
Thailand,T04,15,101,137,69764925,26/06/2020,3162
Timor-Leste,T05,-8.874217,125.727539,89,1313184,26/06/2020,24
Togo,T06,8.6195,0.8248,152,8237580,26/06/2020,591
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,26/06/2020,124
Tunisia,T08,34,9,76,11793319,26/06/2020,1164
Turkey,T09,38.9637,35.2433,110,84153250,26/06/2020,194511
Uganda,U01,1,32,229,45427637,26/06/2020,833
Ukraine,U02,48.3794,31.1656,75,43785122,26/06/2020,41975
United Arab Emirates,U03,24,54,118,9865845,26/06/2020,46973
United Kingdom,U04,32.3078,-64.7505,281,67814098,26/06/2020,283151
Uruguay,U05,-32.5228,-55.7658,20,3471314,26/06/2020,919
US,U06,37.0902,-95.7129,36,330610570,26/06/2020,2467554
Uzbekistan,U07,41.3775,64.5853,79,33368859,26/06/2020,7427
Venezuela,V01,6.4238,-66.5897,32,28451828,26/06/2020,4779
Vietnam,V02,16,108,314,97160127,26/06/2020,353
Western Sahara,W01,24.2155,-12.8858,2,594215,26/06/2020,10
Yemen,Y01,15.552727,48.516388,56,29687214,26/06/2020,1089
Zambia,Z01,-15.4167,28.2833,25,18273379,26/06/2020,1531
Zimbabwe,Z02,-20,30,38,14818157,26/06/2020,561
South Korea,S16,36,128,527,51260395,26/06/2020,12653
Grand,,,,,,26/06/2020,9764399
Afghanistan,A01,33,65,60,38742911,27/06/2020,30616
Albania,A02,41.1533,20.1683,105,2878420,27/06/2020,2330
Algeria,A03,28.0339,1.6596,18,43685618,27/06/2020,12968
Andorra,A04,42.5063,1.5218,164,77240,27/06/2020,855
Angola,A05,-11.2027,17.8739,26,32644783,27/06/2020,259
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,27/06/2020,65
Argentina,A07,-38.4161,-63.6167,17,45111229,27/06/2020,57744
Armenia,A08,40.0691,45.0382,104,2962137,27/06/2020,23909
Australia,A09,-35.4735,149.0124,3,25439164,27/06/2020,7686
Austria,A10,47.5162,14.5501,109,8996022,27/06/2020,17580
Azerbaijan,A11,40.1431,47.5769,123,10120555,27/06/2020,15890
Bahamas,B01,25.0343,-77.3963,39,392477,27/06/2020,104
Bahrain,B02,26.0275,50.55,2239,1688629,27/06/2020,25267
Bangladesh,B03,23.685,90.3563,1265,164354176,27/06/2020,133978
Barbados,B04,13.1939,-59.5432,668,287305,27/06/2020,97
Belarus,B05,53.7098,27.9534,47,9449940,27/06/2020,61095
Belgium,B06,50.8333,4,383,11579477,27/06/2020,61209
Belize,B07,13.1939,-59.5432,17,396120,27/06/2020,24
Benin,B08,9.3077,2.3158,108,12055347,27/06/2020,1124
Bhutan,B09,27.5142,90.4336,20,769867,27/06/2020,75
Bolivia,B10,-16.2902,-63.5887,11,11640159,27/06/2020,30676
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,27/06/2020,3935
Botswana,B12,-22.3285,24.6849,4,2341649,27/06/2020,92
Brazil,B13,-14.235,-51.9253,25,212253150,27/06/2020,1313667
Brunei,B14,4.5353,114.7277,83,436624,27/06/2020,141
Bulgaria,B15,42.7339,25.4858,64,6958627,27/06/2020,4625
Burkina Faso,B16,12.2383,-1.5616,76,20780371,27/06/2020,941
Burundi,B17,-3.3731,29.9189,463,11814346,27/06/2020,170
Cabo Verde,C01,16.5388,-23.0418,138,554750,27/06/2020,1091
Cambodia,C02,11.55,104.9167,95,16671185,27/06/2020,141
Cameroon,C03,3.848,11.5021,56,26405174,27/06/2020,12592
Canada,C04,53.9333,-116.5765,4,37674770,27/06/2020,104878
Central African Republic,C05,6.6111,20.9394,8,4812256,27/06/2020,3429
Chad,C06,15.4542,18.7322,13,16324440,27/06/2020,865
Chile,C07,-35.6751,-71.543,26,19082804,27/06/2020,267766
China,C08,31.8257,117.2264,153,1438207241,27/06/2020,84743
Colombia,C09,4.5709,-74.2973,46,50771878,27/06/2020,84660
Comoros,C10,-11.6455,43.3333,467,865696,27/06/2020,272
Costa Rica,C12,9.7489,-83.7534,100,5084636,27/06/2020,2979
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,27/06/2020,8944
Croatia,C14,45.1,15.2,73,4110214,27/06/2020,2624
Cuba,C15,22,-80,106,11327988,27/06/2020,2330
Cyprus,C16,35.1264,33.4299,131,1205577,27/06/2020,994
Czechia,C17,49.8175,15.473,139,10705012,27/06/2020,11298
Denmark,D01,61.8926,-6.9118,137,5788108,27/06/2020,12875
Djibouti,D02,11.8251,42.5903,43,985027,27/06/2020,4643
Dominica,D03,15.415,-61.371,96,71950,27/06/2020,18
Dominican Republic,D04,18.7357,-70.1627,225,10825682,27/06/2020,30619
Ecuador,E01,-1.8312,-78.1834,71,17587526,27/06/2020,54574
Egypt,E02,26,30,103,101930276,27/06/2020,63923
El Salvador,E03,13.7942,-88.8965,313,6479609,27/06/2020,5727
Equatorial Guinea,E04,1.5,10,50,1392950,27/06/2020,2001
Eritrea,E05,15.1794,39.7823,35,3536285,27/06/2020,191
Estonia,E06,58.5953,25.0136,31,1326357,27/06/2020,1986
Eswatini,E07,-26.5225,31.4659,67,1157707,27/06/2020,745
Ethiopia,E08,9.145,40.4897,115,114357494,27/06/2020,5570
Fiji,F01,-17.7134,178.065,49,895128,27/06/2020,18
Finland,F02,64,26,18,5539002,27/06/2020,7198
France,F03,3.9339,-53.1258,119,65244628,27/06/2020,200195
Gabon,G01,-0.8037,11.6094,9,2214593,27/06/2020,5209
Gambia,G02,13.4432,-15.3101,239,2402083,27/06/2020,44
Georgia,G03,42.3154,43.3569,57,3990681,27/06/2020,921
Germany,G04,51,9,240,83730223,27/06/2020,194458
Ghana,G05,7.9465,-1.0232,137,30936375,27/06/2020,16431
Greece,G06,39.0742,21.8243,81,10433037,27/06/2020,3366
Grenada,G07,12.1165,-61.679,331,112418,27/06/2020,23
Guatemala,G08,15.7835,-90.2308,167,17846248,27/06/2020,16397
Guinea,G09,9.9456,-9.6966,53,13056478,27/06/2020,5291
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,27/06/2020,1614
Guyana,G11,5,-58.75,4,785788,27/06/2020,230
Haiti,H01,18.9712,-72.2852,414,11373955,27/06/2020,5777
Holy See,H02,41.9029,12.4534,2003,801,27/06/2020,12
Honduras,H03,15.2,-86.2419,89,9871892,27/06/2020,17007
Hungary,H04,47.1625,19.5033,107,9665192,27/06/2020,4138
Iceland,I01,64.9631,-19.0208,3,340795,27/06/2020,1836
India,I02,21,78,464,1377233523,27/06/2020,528859
Indonesia,I03,-0.7893,113.9213,151,272931713,27/06/2020,52812
Iran,I04,32,53,52,83771587,27/06/2020,220180
Iraq,I05,33,44,93,40031626,27/06/2020,43262
Ireland,I06,53.1424,-7.6921,72,4926480,27/06/2020,25437
Israel,I07,31,35,400,8627444,27/06/2020,23421
Italy,I08,43,12,206,60479424,27/06/2020,240136
Jamaica,J01,18.1096,-77.2975,273,2958567,27/06/2020,690
Japan,J02,36,138,347,126552765,27/06/2020,18254
Jordan,J03,31.24,36.51,115,10182442,27/06/2020,1111
Kazakhstan,K01,48.0196,66.9237,7,18730568,27/06/2020,20319
Kenya,K02,-0.0236,37.9062,94,53521116,27/06/2020,5811
Kosovo,K03,42.602636,20.902977,159,1845000,27/06/2020,2169
Kuwait,K04,29.5,47.75,240,4257495,27/06/2020,44391
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,27/06/2020,4513
Laos,L01,19.85627,102.495496,32,7253719,27/06/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,27/06/2020,1115
Lebanon,L03,33.8547,35.8623,667,6831445,27/06/2020,1719
Lesotho,L04,-29.609988,28.233608,71,2138799,27/06/2020,24
Liberia,L05,6.4281,-9.4295,53,5032469,27/06/2020,729
Libya,L06,26.3351,17.228331,4,6852010,27/06/2020,727
Liechtenstein,L07,47.14,9.55,238,38106,27/06/2020,82
Lithuania,L08,55.1694,23.8813,43,2729553,27/06/2020,1813
Luxembourg,L09,49.8153,6.1296,242,623861,27/06/2020,4217
Madagascar,M01,-18.7669,46.8691,48,27539106,27/06/2020,2005
Malawi,M02,-13.254308,34.301525,203,19024426,27/06/2020,1038
Malaysia,M03,2.5,112.5,99,32280610,27/06/2020,8616
Maldives,M04,3.2028,73.2207,1802,538558,27/06/2020,2305
Mali,M05,17.570692,-3.996166,17,20125282,27/06/2020,2118
Malta,M06,35.9375,14.3754,1380,441308,27/06/2020,670
Mauritania,M07,21.0079,10.9408,5,4623535,27/06/2020,4025
Mauritius,M08,-20.2,57.5,626,1271347,27/06/2020,341
Mexico,M09,23.6345,-102.5528,66,128655589,27/06/2020,212802
Moldova,M10,47.4116,28.3699,123,4035814,27/06/2020,16080
Monaco,M11,43.7333,7.4167,26337,39186,27/06/2020,103
Mongolia,M12,46.8625,103.8467,2,3267320,27/06/2020,219
Montenegro,M13,42.5,19.3,47,628050,27/06/2020,469
Morocco,M14,31.7917,-7.0926,83,36820713,27/06/2020,11877
Mozambique,M15,-18.665695,35.529562,40,31067362,27/06/2020,839
Namibia,N01,-22.9576,18.4904,3,2531290,27/06/2020,136
Nepal,N02,28.1667,84.25,203,29027347,27/06/2020,12309
Netherlands,N03,12.5186,-70.0358,508,17127290,27/06/2020,50282
New Zealand,N04,-40.9006,174.886,18,4814272,27/06/2020,1526
Nicaragua,N05,12.8654,-85.2072,55,6608366,27/06/2020,2170
Niger,N06,17.6078,8.0817,19,24014064,27/06/2020,1062
Nigeria,N07,9.082,8.6753,226,205052107,27/06/2020,24077
North Macedonia,N08,41.6086,21.7453,83,2083391,27/06/2020,5906
Norway,N09,60.472,8.4689,15,5412632,27/06/2020,8846
Oman,O01,21,57,16,5078933,27/06/2020,36953
Pakistan,P01,30.3753,69.3451,287,219992900,27/06/2020,202955
Panama,P02,8.538,-80.7821,58,4300667,27/06/2020,30658
Papua New Guinea,P03,-6.315,143.9555,20,8911530,27/06/2020,11
Paraguay,P04,-23.4425,-58.4438,18,7114524,27/06/2020,1942
Peru,P05,-9.19,-75.0152,26,32876986,27/06/2020,275989
Philippines,P06,13,122,368,109280343,27/06/2020,34803
Poland,P07,51.9194,19.1451,124,37854825,27/06/2020,33714
Portugal,P08,39.3999,-8.2245,111,10202571,27/06/2020,41189
Qatar,Q01,25.3548,51.1839,248,2870922,27/06/2020,93663
Romania,R01,45.9432,24.9668,84,19262731,27/06/2020,26022
Russia,R02,60,90,9,145922010,27/06/2020,626779
Rwanda,R03,-1.9403,29.8739,525,12883878,27/06/2020,878
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,27/06/2020,15
Saint Lucia,S02,13.9094,-60.9789,301,183458,27/06/2020,19
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,27/06/2020,29
San Marino,S04,43.9424,12.4578,566,33917,27/06/2020,698
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,27/06/2020,713
Saudi Arabia,S06,24,45,16,34701377,27/06/2020,178504
Senegal,S07,14.4974,-14.4524,87,16649599,27/06/2020,6459
Serbia,S08,44.0165,21.0059,100,8744288,27/06/2020,13792
Seychelles,S09,-4.6796,55.492,214,98224,27/06/2020,20
Sierra Leone,S10,8.460555,-11.779889,111,7942879,27/06/2020,1410
Singapore,S11,1.2833,103.8333,8358,5840996,27/06/2020,43246
Slovakia,S12,48.669,19.699,114,5459116,27/06/2020,1657
Slovenia,S13,46.1512,14.9955,103,2078881,27/06/2020,1572
Somalia,S14,5.1521,46.1996,25,15798020,27/06/2020,2878
South Africa,S15,-30.5595,22.9375,49,59154802,27/06/2020,131800
South Sudan,S17,6.877,31.307,18,11166783,27/06/2020,1942
Spain,S18,40,-4,94,46751175,27/06/2020,248469
Sri Lanka,S19,7,81,341,21395196,27/06/2020,2033
Sudan,S20,12.8628,30.2176,25,43632213,27/06/2020,9257
Suriname,S21,3.9193,-56.0278,4,585561,27/06/2020,467
Sweden,S22,63,16,25,10086531,27/06/2020,65137
Switzerland,S23,46.8182,8.2275,219,8641786,27/06/2020,31555
Syria,S24,34.802075,38.996815,95,17410293,27/06/2020,256
Taiwan,T01,23.7,121,673,23808164,27/06/2020,447
Tajikistan,T02,38.861034,71.276093,68,9492342,27/06/2020,5799
Tanzania,T03,-6.369,34.8888,67,59368313,27/06/2020,509
Thailand,T04,15,101,137,69764925,27/06/2020,3162
Timor-Leste,T05,-8.874217,125.727539,89,1313184,27/06/2020,24
Togo,T06,8.6195,0.8248,152,8237580,27/06/2020,615
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,27/06/2020,126
Tunisia,T08,34,9,76,11793319,27/06/2020,1168
Turkey,T09,38.9637,35.2433,110,84153250,27/06/2020,195883
Uganda,U01,1,32,229,45427637,27/06/2020,848
Ukraine,U02,48.3794,31.1656,75,43785122,27/06/2020,42932
United Arab Emirates,U03,24,54,118,9865845,27/06/2020,47360
United Kingdom,U04,32.3078,-64.7505,281,67814098,27/06/2020,283785
Uruguay,U05,-32.5228,-55.7658,20,3471314,27/06/2020,924
US,U06,37.0902,-95.7129,36,330610570,27/06/2020,2510259
Uzbekistan,U07,41.3775,64.5853,79,33368859,27/06/2020,7682
Venezuela,V01,6.4238,-66.5897,32,28451828,27/06/2020,5130
Vietnam,V02,16,108,314,97160127,27/06/2020,355
Western Sahara,W01,24.2155,-12.8858,2,594215,27/06/2020,10
Yemen,Y01,15.552727,48.516388,56,29687214,27/06/2020,1103
Zambia,Z01,-15.4167,28.2833,25,18273379,27/06/2020,1531
Zimbabwe,Z02,-20,30,38,14818157,27/06/2020,567
South Korea,S16,36,128,527,51260395,27/06/2020,12715
Grand,,,,,,27/06/2020,9941814
Afghanistan,A01,33,65,60,38742911,28/06/2020,30967
Albania,A02,41.1533,20.1683,105,2878420,28/06/2020,2402
Algeria,A03,28.0339,1.6596,18,43685618,28/06/2020,13273
Andorra,A04,42.5063,1.5218,164,77240,28/06/2020,855
Angola,A05,-11.2027,17.8739,26,32644783,28/06/2020,267
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,28/06/2020,69
Argentina,A07,-38.4161,-63.6167,17,45111229,28/06/2020,59933
Armenia,A08,40.0691,45.0382,104,2962137,28/06/2020,24645
Australia,A09,-35.4735,149.0124,3,25439164,28/06/2020,7764
Austria,A10,47.5162,14.5501,109,8996022,28/06/2020,17654
Azerbaijan,A11,40.1431,47.5769,123,10120555,28/06/2020,16424
Bahamas,B01,25.0343,-77.3963,39,392477,28/06/2020,104
Bahrain,B02,26.0275,50.55,2239,1688629,28/06/2020,25705
Bangladesh,B03,23.685,90.3563,1265,164354176,28/06/2020,137787
Barbados,B04,13.1939,-59.5432,668,287305,28/06/2020,97
Belarus,B05,53.7098,27.9534,47,9449940,28/06/2020,61475
Belgium,B06,50.8333,4,383,11579477,28/06/2020,61295
Belize,B07,13.1939,-59.5432,17,396120,28/06/2020,24
Benin,B08,9.3077,2.3158,108,12055347,28/06/2020,1149
Bhutan,B09,27.5142,90.4336,20,769867,28/06/2020,76
Bolivia,B10,-16.2902,-63.5887,11,11640159,28/06/2020,31524
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,28/06/2020,3935
Botswana,B12,-22.3285,24.6849,4,2341649,28/06/2020,92
Brazil,B13,-14.235,-51.9253,25,212253150,28/06/2020,1344143
Brunei,B14,4.5353,114.7277,83,436624,28/06/2020,141
Bulgaria,B15,42.7339,25.4858,64,6958627,28/06/2020,4691
Burkina Faso,B16,12.2383,-1.5616,76,20780371,28/06/2020,959
Burundi,B17,-3.3731,29.9189,463,11814346,28/06/2020,170
Cabo Verde,C01,16.5388,-23.0418,138,554750,28/06/2020,1155
Cambodia,C02,11.55,104.9167,95,16671185,28/06/2020,141
Cameroon,C03,3.848,11.5021,56,26405174,28/06/2020,12592
Canada,C04,53.9333,-116.5765,4,37674770,28/06/2020,105193
Central African Republic,C05,6.6111,20.9394,8,4812256,28/06/2020,3429
Chad,C06,15.4542,18.7322,13,16324440,28/06/2020,866
Chile,C07,-35.6751,-71.543,26,19082804,28/06/2020,271982
China,C08,31.8257,117.2264,153,1438207241,28/06/2020,84757
Colombia,C09,4.5709,-74.2973,46,50771878,28/06/2020,91995
Comoros,C10,-11.6455,43.3333,467,865696,28/06/2020,272
Costa Rica,C12,9.7489,-83.7534,100,5084636,28/06/2020,3130
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,28/06/2020,9101
Croatia,C14,45.1,15.2,73,4110214,28/06/2020,2691
Cuba,C15,22,-80,106,11327988,28/06/2020,2332
Cyprus,C16,35.1264,33.4299,131,1205577,28/06/2020,994
Czechia,C17,49.8175,15.473,139,10705012,28/06/2020,11603
Denmark,D01,61.8926,-6.9118,137,5788108,28/06/2020,12875
Djibouti,D02,11.8251,42.5903,43,985027,28/06/2020,4643
Dominica,D03,15.415,-61.371,96,71950,28/06/2020,18
Dominican Republic,D04,18.7357,-70.1627,225,10825682,28/06/2020,31373
Ecuador,E01,-1.8312,-78.1834,71,17587526,28/06/2020,55255
Egypt,E02,26,30,103,101930276,28/06/2020,65188
El Salvador,E03,13.7942,-88.8965,313,6479609,28/06/2020,5934
Equatorial Guinea,E04,1.5,10,50,1392950,28/06/2020,2001
Eritrea,E05,15.1794,39.7823,35,3536285,28/06/2020,191
Estonia,E06,58.5953,25.0136,31,1326357,28/06/2020,1987
Eswatini,E07,-26.5225,31.4659,67,1157707,28/06/2020,781
Ethiopia,E08,9.145,40.4897,115,114357494,28/06/2020,5689
Fiji,F01,-17.7134,178.065,49,895128,28/06/2020,18
Finland,F02,64,26,18,5539002,28/06/2020,7198
France,F03,3.9339,-53.1258,119,65244628,28/06/2020,199476
Gabon,G01,-0.8037,11.6094,9,2214593,28/06/2020,5209
Gambia,G02,13.4432,-15.3101,239,2402083,28/06/2020,45
Georgia,G03,42.3154,43.3569,57,3990681,28/06/2020,924
Germany,G04,51,9,240,83730223,28/06/2020,194693
Ghana,G05,7.9465,-1.0232,137,30936375,28/06/2020,16742
Greece,G06,39.0742,21.8243,81,10433037,28/06/2020,3376
Grenada,G07,12.1165,-61.679,331,112418,28/06/2020,23
Guatemala,G08,15.7835,-90.2308,167,17846248,28/06/2020,16930
Guinea,G09,9.9456,-9.6966,53,13056478,28/06/2020,5342
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,28/06/2020,1614
Guyana,G11,5,-58.75,4,785788,28/06/2020,230
Haiti,H01,18.9712,-72.2852,414,11373955,28/06/2020,5777
Holy See,H02,41.9029,12.4534,2003,801,28/06/2020,12
Honduras,H03,15.2,-86.2419,89,9871892,28/06/2020,18082
Hungary,H04,47.1625,19.5033,107,9665192,28/06/2020,4142
Iceland,I01,64.9631,-19.0208,3,340795,28/06/2020,1838
India,I02,21,78,464,1377233523,28/06/2020,548318
Indonesia,I03,-0.7893,113.9213,151,272931713,28/06/2020,54010
Iran,I04,32,53,52,83771587,28/06/2020,222669
Iraq,I05,33,44,93,40031626,28/06/2020,45402
Ireland,I06,53.1424,-7.6921,72,4926480,28/06/2020,25439
Israel,I07,31,35,400,8627444,28/06/2020,23755
Italy,I08,43,12,206,60479424,28/06/2020,240310
Jamaica,J01,18.1096,-77.2975,273,2958567,28/06/2020,696
Japan,J02,36,138,347,126552765,28/06/2020,18366
Jordan,J03,31.24,36.51,115,10182442,28/06/2020,1121
